team,players_used,avg_age,possession,games_played,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_attempted,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,season,league,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Mallorca,24,27.7,,38,418,3420,38.0,57,29,86,53,4,6,99,4.0,1.5,0.76,2.26,1.39,2.16,,660.0,,,,,,,,,2009-2010,La-Liga,,,,,,,,,,,,,,,
Osasuna,25,28.2,,38,418,3420,38.0,36,20,56,34,2,3,87,9.0,0.95,0.53,1.47,0.89,1.42,,617.0,,,,,,,,,2009-2010,La-Liga,,,,,,,,,,,,,,,
Racing Sant,29,26.6,,38,418,3420,38.0,42,23,65,38,4,4,110,7.0,1.11,0.61,1.71,1.0,1.61,,720.0,,,,,,,,,2009-2010,La-Liga,,,,,,,,,,,,,,,
Real Madrid,25,25.1,,38,418,3420,38.0,102,53,155,95,7,8,91,5.0,2.68,1.39,4.08,2.5,3.89,,586.0,,,,,,,,,2009-2010,La-Liga,,,,,,,,,,,,,,,
Sevilla,31,27.4,,38,417,3420,38.0,63,30,93,58,5,5,107,10.0,1.66,0.79,2.45,1.53,2.32,,599.0,,,,,,,,,2009-2010,La-Liga,,,,,,,,,,,,,,,
Sporting Gijón,28,26.5,,38,417,3420,38.0,35,18,53,31,4,6,103,6.0,0.92,0.47,1.39,0.82,1.29,,590.0,,,,,,,,,2009-2010,La-Liga,,,,,,,,,,,,,,,
Tenerife,22,27.2,,38,418,3420,38.0,39,17,56,37,2,4,93,4.0,1.03,0.45,1.47,0.97,1.42,,613.0,,,,,,,,,2009-2010,La-Liga,,,,,,,,,,,,,,,
Valencia,27,26.9,,38,418,3420,38.0,59,32,91,56,3,3,116,8.0,1.55,0.84,2.39,1.47,2.32,,630.0,,,,,,,,,2009-2010,La-Liga,,,,,,,,,,,,,,,
Valladolid,31,26.4,,38,417,3420,38.0,35,17,52,33,2,2,107,11.0,0.92,0.45,1.37,0.87,1.32,,630.0,,,,,,,,,2009-2010,La-Liga,,,,,,,,,,,,,,,
Villarreal,25,27.5,,38,418,3420,38.0,58,28,86,58,0,0,103,11.0,1.53,0.74,2.26,1.53,2.26,,532.0,,,,,,,,,2009-2010,La-Liga,,,,,,,,,,,,,,,
Xerez,24,26.3,,38,418,3420,38.0,38,21,59,36,2,3,110,14.0,1.0,0.55,1.55,0.95,1.5,,576.0,,,,,,,,,2009-2010,La-Liga,,,,,,,,,,,,,,,
Zaragoza,33,27.1,,38,418,3420,38.0,45,19,64,41,4,5,131,6.0,1.18,0.5,1.68,1.08,1.58,,680.0,,,,,,,,,2009-2010,La-Liga,,,,,,,,,,,,,,,
Almería,23,25.6,,38,418,3420,38.0,41,19,60,37,4,7,121,8.0,1.08,0.5,1.58,0.97,1.47,,753.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Athletic Club,30,25.7,,38,417,3420,38.0,39,18,57,37,2,4,126,7.0,1.03,0.47,1.5,0.97,1.45,,694.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Atlético Madrid,25,26.2,,38,418,3420,38.0,65,30,95,62,3,4,123,7.0,1.71,0.79,2.5,1.63,2.42,,661.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Barcelona,28,26.8,,38,418,3420,38.0,76,43,119,70,6,6,85,5.0,2.0,1.13,3.13,1.84,2.97,,556.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Betis,29,26.3,,38,418,3420,38.0,43,23,66,39,4,5,102,4.0,1.13,0.61,1.74,1.03,1.63,,739.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Espanyol,26,24.9,,38,418,3420,38.0,41,26,67,35,6,7,117,4.0,1.08,0.68,1.76,0.92,1.61,,738.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Getafe,28,26.9,,38,418,3420,38.0,42,23,65,38,4,6,95,9.0,1.11,0.61,1.71,1.0,1.61,,577.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
La Coruña,31,25.9,,38,418,3420,38.0,44,21,65,37,7,8,80,5.0,1.16,0.55,1.71,0.97,1.53,,584.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Levante,29,27.9,,38,418,3420,38.0,33,19,52,30,3,5,99,2.0,0.87,0.5,1.37,0.79,1.29,,627.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Mallorca,25,27.3,,38,418,3420,38.0,69,40,109,65,4,4,92,10.0,1.82,1.05,2.87,1.71,2.76,,623.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Osasuna,29,25.8,,38,418,3420,38.0,36,20,56,34,2,3,118,10.0,0.95,0.53,1.47,0.89,1.42,,674.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Racing Sant,27,27.4,,38,418,3420,38.0,42,23,65,40,2,5,94,8.0,1.11,0.61,1.71,1.05,1.66,,617.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Real Madrid,25,25.9,,38,418,3420,38.0,83,50,133,77,6,6,99,6.0,2.18,1.32,3.5,2.03,3.34,,622.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Real Murcia,29,27.7,,38,418,3420,38.0,35,20,55,29,6,6,120,6.0,0.92,0.53,1.45,0.76,1.29,,737.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Recreativo,25,26.6,,38,418,3420,38.0,39,19,58,39,0,1,127,11.0,1.03,0.5,1.53,1.03,1.53,,756.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Sevilla,31,26.2,,38,418,3420,38.0,71,38,109,67,4,6,104,9.0,1.87,1.0,2.87,1.76,2.76,,659.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Valencia,29,26.3,,38,418,3420,38.0,46,23,69,43,3,3,100,8.0,1.21,0.61,1.82,1.13,1.74,,692.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Valladolid,27,27.8,,38,418,3420,38.0,42,19,61,39,3,4,87,7.0,1.11,0.5,1.61,1.03,1.53,,665.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Villarreal,24,27.3,,38,418,3420,38.0,62,34,96,52,10,11,88,3.0,1.63,0.89,2.53,1.37,2.26,,579.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Zaragoza,26,28.0,,38,418,3420,38.0,47,24,71,42,5,6,119,8.0,1.24,0.63,1.87,1.11,1.74,,680.0,,,,,,,,,2007-2008,La-Liga,,,,,,,,,,,,,,,
Augsburg,29,26.0,43.9,34,374,3060,34.0,49,35,84,44,5,7,71,3.0,1.44,1.03,2.47,1.29,2.32,1.0,454.0,338.0,81.0,631.0,295.0,319.0,5.0,10.0,2.0,2023-2024,Bundesliga,46.1,40.7,27.7,68.4,462.0,1137.0,1.36,0.81,2.17,1.2,2.01,1669.0,587.0,602.0,49.4
Bayern Munich,30,27.4,61.3,34,374,3060,34.0,93,71,164,88,5,5,47,2.0,2.74,2.09,4.82,2.59,4.68,1.0,304.0,306.0,60.0,655.0,288.0,323.0,2.0,4.0,0.0,2023-2024,Bundesliga,85.2,81.3,65.9,147.3,944.0,1941.0,2.5,1.94,4.44,2.39,4.33,1768.0,410.0,319.0,56.2
Bochum,25,29.1,46.6,34,374,3060,34.0,41,30,71,37,4,4,97,2.0,1.21,0.88,2.09,1.09,1.97,0.0,446.0,409.0,83.0,649.0,308.0,366.0,4.0,11.0,4.0,2023-2024,Bundesliga,44.5,41.4,30.4,71.8,400.0,1151.0,1.31,0.89,2.2,1.22,2.11,1808.0,815.0,816.0,50.0
Darmstadt 98,32,27.1,45.7,34,374,3060,34.0,28,21,49,25,3,3,83,4.0,0.82,0.62,1.44,0.74,1.35,0.0,429.0,351.0,57.0,514.0,317.0,323.0,2.0,2.0,2.0,2023-2024,Bundesliga,32.3,30.0,22.8,52.8,437.0,1083.0,0.95,0.67,1.62,0.88,1.55,1502.0,510.0,569.0,47.3
Dortmund,32,26.8,57.8,34,374,3060,34.0,68,49,117,62,6,6,59,4.0,2.0,1.44,3.44,1.82,3.26,2.0,315.0,391.0,44.0,522.0,251.0,356.0,5.0,6.0,2.0,2023-2024,Bundesliga,63.5,58.8,45.6,104.4,770.0,1452.0,1.87,1.34,3.21,1.73,3.07,1763.0,389.0,426.0,47.7
Eint Frankfurt,34,25.3,52.1,34,374,3060,34.0,48,36,84,46,2,3,70,5.0,1.41,1.06,2.47,1.35,2.41,4.0,355.0,318.0,51.0,557.0,302.0,359.0,2.0,11.0,0.0,2023-2024,Bundesliga,46.2,44.4,34.1,78.5,574.0,1305.0,1.36,1.0,2.36,1.31,2.31,1792.0,477.0,525.0,47.6
Freiburg,25,27.0,46.6,34,374,3060,34.0,43,32,75,36,7,9,64,4.0,1.26,0.94,2.21,1.06,2.0,1.0,364.0,376.0,52.0,593.0,272.0,319.0,7.0,5.0,1.0,2023-2024,Bundesliga,49.4,42.4,32.4,74.8,468.0,1208.0,1.45,0.95,2.41,1.25,2.2,1633.0,625.0,628.0,49.9
Gladbach,27,25.4,46.8,34,374,3060,34.0,55,43,98,50,5,6,66,2.0,1.62,1.26,2.88,1.47,2.74,1.0,337.0,372.0,53.0,574.0,333.0,337.0,4.0,6.0,0.0,2023-2024,Bundesliga,46.5,41.8,35.5,77.4,598.0,1227.0,1.37,1.05,2.41,1.23,2.28,1701.0,485.0,478.0,50.4
Heidenheim,22,26.7,42.5,34,374,3060,34.0,46,34,80,44,2,3,54,1.0,1.35,1.0,2.35,1.29,2.29,0.0,442.0,325.0,38.0,663.0,302.0,352.0,1.0,10.0,3.0,2023-2024,Bundesliga,39.4,37.0,27.5,64.5,510.0,983.0,1.16,0.81,1.97,1.09,1.9,1741.0,690.0,612.0,53.0
Hoffenheim,30,27.7,49.5,34,374,3060,34.0,65,47,112,59,6,6,86,5.0,1.91,1.38,3.29,1.74,3.12,4.0,339.0,366.0,52.0,603.0,357.0,304.0,5.0,5.0,1.0,2023-2024,Bundesliga,53.6,49.0,39.9,88.9,538.0,1359.0,1.58,1.17,2.75,1.44,2.62,1715.0,515.0,515.0,50.0
Köln,26,25.4,46.5,34,374,3060,34.0,28,17,45,23,5,6,71,4.0,0.82,0.5,1.32,0.68,1.18,3.0,418.0,364.0,53.0,779.0,305.0,375.0,5.0,3.0,0.0,2023-2024,Bundesliga,39.3,34.7,27.2,61.9,618.0,1086.0,1.16,0.8,1.96,1.02,1.82,1689.0,557.0,533.0,51.1
Leverkusen,24,26.2,61.8,34,374,3060,34.0,87,71,158,79,8,8,59,0.0,2.56,2.09,4.65,2.32,4.41,0.0,305.0,342.0,73.0,586.0,224.0,277.0,7.0,0.0,0.0,2023-2024,Bundesliga,73.6,67.6,55.2,122.8,888.0,1997.0,2.16,1.62,3.79,1.99,3.61,1847.0,363.0,316.0,53.5
Mainz 05,30,26.7,46.1,34,374,3060,34.0,38,31,69,37,1,5,99,3.0,1.12,0.91,2.03,1.09,2.0,1.0,473.0,410.0,59.0,633.0,346.0,328.0,4.0,4.0,1.0,2023-2024,Bundesliga,44.6,40.7,32.0,72.7,480.0,1169.0,1.31,0.94,2.25,1.2,2.14,1786.0,665.0,761.0,46.6
RB Leipzig,26,25.6,55.3,34,374,3060,34.0,74,53,127,70,4,7,61,1.0,2.18,1.56,3.74,2.06,3.62,1.0,354.0,388.0,67.0,608.0,240.0,317.0,7.0,5.0,1.0,2023-2024,Bundesliga,65.6,60.2,47.7,107.9,714.0,1541.0,1.93,1.4,3.33,1.77,3.17,1743.0,426.0,394.0,52.0
Stuttgart,27,25.0,59.9,34,374,3060,34.0,78,60,138,73,5,8,56,1.0,2.29,1.76,4.06,2.15,3.91,1.0,329.0,373.0,50.0,537.0,269.0,316.0,7.0,3.0,3.0,2023-2024,Bundesliga,70.9,64.6,53.3,117.9,693.0,1618.0,2.08,1.57,3.65,1.9,3.47,1754.0,430.0,429.0,50.1
Union Berlin,30,28.1,42.9,34,374,3060,34.0,33,23,56,30,3,6,67,7.0,0.97,0.68,1.65,0.88,1.56,3.0,402.0,339.0,61.0,662.0,305.0,352.0,3.0,7.0,1.0,2023-2024,Bundesliga,40.1,35.3,25.0,60.3,389.0,1146.0,1.18,0.74,1.91,1.04,1.77,1705.0,620.0,619.0,50.0
Werder Bremen,30,27.0,46.8,34,374,3060,34.0,45,33,78,40,5,6,73,2.0,1.32,0.97,2.29,1.18,2.15,0.0,396.0,396.0,70.0,543.0,284.0,351.0,5.0,6.0,1.0,2023-2024,Bundesliga,46.9,42.0,35.6,77.6,492.0,1172.0,1.38,1.05,2.43,1.24,2.28,1758.0,508.0,575.0,46.9
Wolfsburg,28,25.6,48.0,34,374,3060,34.0,41,27,68,39,2,3,86,5.0,1.21,0.79,2.0,1.15,1.94,2.0,415.0,412.0,41.0,593.0,268.0,303.0,3.0,3.0,3.0,2023-2024,Bundesliga,39.2,36.7,28.5,65.2,441.0,1235.0,1.15,0.84,1.99,1.08,1.92,1580.0,512.0,467.0,52.3
Auxerre,24,27.1,,38,418,3420,38.0,41,21,62,39,2,2,56,2.0,1.08,0.55,1.63,1.03,1.58,,521.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Bordeaux,24,26.3,,38,418,3420,38.0,53,31,84,48,5,7,65,6.0,1.39,0.82,2.21,1.26,2.08,,575.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Boulogne,33,26.3,,38,418,3420,38.0,29,18,47,27,2,3,79,6.0,0.76,0.47,1.24,0.71,1.18,,592.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Grenoble,32,29.0,,38,418,3420,38.0,30,14,44,30,0,2,68,7.0,0.79,0.37,1.16,0.79,1.16,,559.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Le Mans,33,24.4,,38,418,3420,38.0,35,18,53,34,1,2,90,8.0,0.92,0.47,1.39,0.89,1.37,,667.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Lens,23,27.1,,38,418,3420,38.0,39,20,59,34,5,5,61,2.0,1.03,0.53,1.55,0.89,1.42,,656.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Lille,23,25.1,,38,418,3420,38.0,70,32,102,60,10,13,72,4.0,1.84,0.84,2.68,1.58,2.42,,637.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Lorient,24,26.6,,38,418,3420,38.0,53,27,80,49,4,4,57,4.0,1.39,0.71,2.11,1.29,2.0,,511.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Lyon,28,25.7,,38,418,3420,38.0,62,33,95,59,3,3,66,3.0,1.63,0.87,2.5,1.55,2.42,,630.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Marseille,23,27.7,,38,418,3420,38.0,67,39,106,61,6,6,63,2.0,1.76,1.03,2.79,1.61,2.63,,600.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Monaco,28,25.0,,38,418,3420,38.0,36,19,55,33,3,4,91,4.0,0.95,0.5,1.45,0.87,1.37,,677.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Montpellier,23,25.9,,38,418,3420,38.0,49,24,73,43,6,8,85,6.0,1.29,0.63,1.92,1.13,1.76,,726.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Nancy,26,26.0,,38,418,3420,38.0,45,26,71,41,4,5,65,6.0,1.18,0.68,1.87,1.08,1.76,,581.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Nice,26,25.4,,38,418,3420,38.0,39,21,60,37,2,2,74,5.0,1.03,0.55,1.58,0.97,1.53,,655.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Paris S-G,22,27.4,,38,418,3420,38.0,48,26,74,45,3,4,57,2.0,1.26,0.68,1.95,1.18,1.87,,601.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Rennes,24,26.2,,38,418,3420,38.0,51,29,80,45,6,6,50,5.0,1.34,0.76,2.11,1.18,1.95,,568.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Saint-Étienne,28,24.8,,38,418,3420,38.0,27,19,46,26,1,2,64,4.0,0.71,0.5,1.21,0.68,1.18,,587.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Sochaux,28,25.4,,38,418,3420,38.0,27,13,40,25,2,3,58,4.0,0.71,0.34,1.05,0.66,1.0,,573.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Toulouse,30,24.0,,38,418,3420,38.0,36,14,50,36,0,0,74,5.0,0.95,0.37,1.32,0.95,1.32,,711.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Valenciennes,27,26.5,,38,418,3420,38.0,50,29,79,48,2,3,74,3.0,1.32,0.76,2.08,1.26,2.03,,707.0,,,,,,,,,2009-2010,Ligue-1,,,,,,,,,,,,,,,
Arsenal,26,25.6,,38,418,3420,38.0,69,54,123,64,5,6,46,4.0,1.82,1.42,3.24,1.68,3.11,,374.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Aston Villa,28,24.1,,38,418,3420,38.0,47,34,81,44,3,3,75,3.0,1.24,0.89,2.13,1.16,2.05,,457.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Chelsea,26,26.4,,38,418,3420,38.0,71,50,121,62,9,11,54,3.0,1.87,1.32,3.18,1.63,2.95,,370.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Everton,23,28.8,,38,418,3420,38.0,53,42,95,51,2,2,63,3.0,1.39,1.11,2.5,1.34,2.45,,446.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Fulham,29,30.4,,38,418,3420,38.0,45,32,77,39,6,6,48,3.0,1.18,0.84,2.03,1.03,1.87,,420.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Liverpool,28,26.2,,38,418,3420,38.0,67,47,114,62,5,6,54,2.0,1.76,1.24,3.0,1.63,2.87,,399.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Manchester City,25,26.7,,38,418,3420,38.0,64,45,109,60,4,6,64,3.0,1.68,1.18,2.87,1.58,2.76,,456.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Manchester Utd,25,27.3,,38,418,3420,38.0,80,63,143,76,4,7,56,1.0,2.11,1.66,3.76,2.0,3.66,,371.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Newcastle Utd,32,26.2,,38,418,3420,38.0,43,22,65,39,4,5,75,4.0,1.13,0.58,1.71,1.03,1.61,,459.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Norwich City,27,26.7,,38,418,3420,38.0,40,27,67,39,1,2,60,1.0,1.05,0.71,1.76,1.03,1.74,,421.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
QPR,30,28.2,,38,418,3420,38.0,29,22,51,28,1,4,61,3.0,0.76,0.58,1.34,0.74,1.32,,397.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Reading,28,27.2,,38,418,3420,38.0,41,28,69,37,4,4,45,1.0,1.08,0.74,1.82,0.97,1.71,,387.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Southampton,25,25.3,,38,418,3420,38.0,46,25,71,43,3,3,43,2.0,1.21,0.66,1.87,1.13,1.79,,406.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Stoke City,24,27.1,,38,418,3420,38.0,33,23,56,30,3,5,83,4.0,0.87,0.61,1.47,0.79,1.39,,485.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Sunderland,29,26.2,,38,418,3420,38.0,39,24,63,35,4,4,63,3.0,1.03,0.63,1.66,0.92,1.55,,454.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Swansea City,25,26.6,,38,418,3420,38.0,47,32,79,47,0,0,59,2.0,1.24,0.84,2.08,1.24,2.08,,399.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Tottenham,28,26.3,,38,418,3420,38.0,62,45,107,62,0,0,54,2.0,1.63,1.18,2.82,1.63,2.82,,382.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
West Brom,25,27.6,,38,418,3420,38.0,50,38,88,45,5,7,62,4.0,1.32,1.0,2.32,1.18,2.18,,429.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
West Ham,26,28.0,,38,418,3420,38.0,43,33,76,39,4,4,74,1.0,1.13,0.87,2.0,1.03,1.89,,467.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Wigan Athletic,28,27.7,,38,418,3420,38.0,45,35,80,44,1,1,66,2.0,1.18,0.92,2.11,1.16,2.08,,444.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,,,,,,,,
Arsenal,29,25.9,53.5,38,418,3420,38.0,53,38,91,47,6,6,49,5.0,1.39,1.0,2.39,1.24,2.24,1.0,346.0,400.0,61.0,751.0,351.0,252.0,5.0,3.0,4.0,2020-2021,Premier-League,51.7,47.0,35.1,82.1,758.0,1760.0,1.36,0.92,2.29,1.24,2.16,1838.0,504.0,594.0,45.9
Aston Villa,24,25.2,48.5,38,418,3420,38.0,52,38,90,47,5,6,71,4.0,1.37,1.0,2.37,1.24,2.24,4.0,439.0,553.0,71.0,779.0,387.0,282.0,6.0,6.0,1.0,2020-2021,Premier-League,52.5,47.9,37.4,85.3,629.0,1420.0,1.38,0.98,2.37,1.26,2.25,1906.0,728.0,665.0,52.3
Brighton,27,25.8,51.1,38,418,3420,38.0,39,24,63,33,6,9,49,6.0,1.03,0.63,1.66,0.87,1.5,2.0,428.0,357.0,52.0,686.0,425.0,334.0,7.0,7.0,2.0,2020-2021,Premier-League,50.9,43.8,33.2,77.0,685.0,1516.0,1.34,0.87,2.21,1.15,2.03,2040.0,531.0,574.0,48.1
Burnley,25,28.3,42.1,38,418,3420,38.0,32,20,52,29,3,3,48,0.0,0.84,0.53,1.37,0.76,1.29,0.0,384.0,389.0,80.0,772.0,416.0,293.0,3.0,3.0,1.0,2020-2021,Premier-League,39.3,36.9,27.7,64.6,389.0,1012.0,1.03,0.73,1.76,0.97,1.7,2000.0,874.0,854.0,50.6
Chelsea,27,26.0,60.9,38,418,3420,38.0,56,38,94,48,8,10,51,3.0,1.47,1.0,2.47,1.26,2.26,1.0,433.0,364.0,79.0,749.0,382.0,341.0,10.0,4.0,1.0,2020-2021,Premier-League,62.4,54.5,41.5,96.0,895.0,1798.0,1.64,1.09,2.73,1.43,2.53,1999.0,569.0,515.0,52.5
Crystal Palace,24,29.1,40.6,38,418,3420,38.0,39,29,68,36,3,4,56,2.0,1.03,0.76,1.79,0.95,1.71,1.0,409.0,436.0,67.0,533.0,396.0,366.0,2.0,4.0,0.0,2020-2021,Premier-League,34.1,31.0,23.6,54.6,526.0,1132.0,0.9,0.62,1.52,0.82,1.44,1923.0,685.0,658.0,51.0
Everton,29,26.3,46.4,38,418,3420,38.0,45,32,77,41,4,5,59,2.0,1.18,0.84,2.03,1.08,1.92,0.0,386.0,392.0,65.0,662.0,392.0,381.0,4.0,4.0,1.0,2020-2021,Premier-League,45.7,41.9,30.7,72.6,604.0,1184.0,1.2,0.81,2.01,1.1,1.91,2030.0,665.0,486.0,57.8
Fulham,28,25.2,49.7,38,418,3420,38.0,26,18,44,23,3,6,67,3.0,0.68,0.47,1.16,0.61,1.08,0.0,484.0,372.0,43.0,710.0,437.0,329.0,5.0,7.0,1.0,2020-2021,Premier-League,40.5,35.9,26.3,62.2,727.0,1354.0,1.07,0.69,1.76,0.95,1.64,2010.0,649.0,625.0,50.9
Leeds United,23,26.1,57.3,38,418,3420,38.0,60,45,105,56,4,4,61,1.0,1.58,1.18,2.76,1.47,2.66,0.0,432.0,410.0,76.0,786.0,397.0,417.0,3.0,9.0,2.0,2020-2021,Premier-League,55.6,52.5,41.9,94.3,811.0,1633.0,1.46,1.1,2.57,1.38,2.48,2160.0,538.0,605.0,47.1
Leicester City,27,26.5,54.3,38,418,3420,38.0,64,45,109,54,10,12,61,0.0,1.68,1.18,2.87,1.42,2.61,0.0,413.0,421.0,71.0,649.0,438.0,403.0,11.0,4.0,2.0,2020-2021,Premier-League,55.8,46.3,33.7,80.1,666.0,1464.0,1.47,0.89,2.36,1.22,2.11,2111.0,600.0,590.0,50.4
Liverpool,28,26.8,62.1,38,418,3420,38.0,65,43,108,59,6,6,40,0.0,1.71,1.13,2.84,1.55,2.68,0.0,396.0,316.0,65.0,862.0,347.0,303.0,4.0,8.0,0.0,2020-2021,Premier-League,67.5,62.9,48.3,111.1,886.0,2057.0,1.78,1.27,3.05,1.65,2.92,2202.0,537.0,572.0,48.4
Manchester City,24,26.1,63.5,38,418,3420,38.0,82,55,137,77,5,9,46,2.0,2.16,1.45,3.61,2.03,3.47,0.0,361.0,372.0,57.0,632.0,319.0,271.0,7.0,10.0,1.0,2020-2021,Premier-League,68.2,61.2,45.4,106.6,1096.0,2051.0,1.8,1.19,2.99,1.61,2.81,1946.0,479.0,417.0,53.5
Manchester Utd,29,25.6,55.7,38,418,3420,38.0,70,51,121,60,10,11,64,1.0,1.84,1.34,3.18,1.58,2.92,0.0,452.0,400.0,76.0,640.0,386.0,311.0,9.0,4.0,2.0,2020-2021,Premier-League,60.1,51.4,41.6,93.1,877.0,1832.0,1.58,1.1,2.68,1.35,2.45,2124.0,546.0,413.0,56.9
Newcastle Utd,27,27.1,38.8,38,418,3420,38.0,44,26,70,38,6,7,65,3.0,1.16,0.68,1.84,1.0,1.68,2.0,388.0,420.0,58.0,652.0,362.0,268.0,6.0,5.0,3.0,2020-2021,Premier-League,43.4,37.8,29.0,66.8,467.0,903.0,1.14,0.76,1.91,1.0,1.76,1770.0,634.0,655.0,49.2
Sheffield Utd,27,26.7,41.7,38,418,3420,38.0,19,13,32,16,3,4,73,3.0,0.5,0.34,0.84,0.42,0.76,0.0,459.0,293.0,73.0,666.0,351.0,356.0,3.0,4.0,3.0,2020-2021,Premier-League,32.6,29.5,24.9,54.4,491.0,1196.0,0.86,0.66,1.52,0.78,1.43,1802.0,718.0,798.0,47.4
Southampton,29,26.6,52.0,38,418,3420,38.0,47,33,80,42,5,6,52,3.0,1.24,0.87,2.11,1.11,1.97,0.0,428.0,421.0,76.0,554.0,401.0,419.0,4.0,9.0,1.0,2020-2021,Premier-League,41.2,36.6,25.8,62.5,626.0,1195.0,1.09,0.68,1.77,0.96,1.64,2010.0,527.0,713.0,42.5
Tottenham,24,27.2,51.6,38,418,3420,38.0,66,50,116,61,5,5,57,2.0,1.74,1.32,3.05,1.61,2.92,2.0,440.0,468.0,45.0,526.0,342.0,361.0,5.0,10.0,3.0,2020-2021,Premier-League,53.1,49.2,35.3,84.4,633.0,1330.0,1.4,0.93,2.33,1.29,2.22,1951.0,618.0,647.0,48.9
