team,players_used,avg_age,possession,games_played,goals,assists,pens_made,pens_attempted,cards_yellow,cards_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,season,league,xg,npxg,xg_assist,progressive_carries,progressive_passes,ball_recoveries,aerials_won,aerials_lost
Chelsea,26,26.4,,38,71,50,9,11,54,3.0,370.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
Everton,23,28.8,,38,53,42,2,2,63,3.0,446.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
Fulham,29,30.4,,38,45,32,6,6,48,3.0,420.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
Liverpool,28,26.2,,38,67,47,5,6,54,2.0,399.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
Manchester City,25,26.7,,38,64,45,4,6,64,3.0,456.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
Manchester Utd,25,27.3,,38,80,63,4,7,56,1.0,371.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
Newcastle Utd,32,26.2,,38,43,22,4,5,75,4.0,459.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
Norwich City,27,26.7,,38,40,27,1,2,60,1.0,421.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
QPR,30,28.2,,38,29,22,1,4,61,3.0,397.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
Reading,28,27.2,,38,41,28,4,4,45,1.0,387.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
Southampton,25,25.3,,38,46,25,3,3,43,2.0,406.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
Stoke City,24,27.1,,38,33,23,3,5,83,4.0,485.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
Sunderland,29,26.2,,38,39,24,4,4,63,3.0,454.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
Swansea City,25,26.6,,38,47,32,0,0,59,2.0,399.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
Tottenham,28,26.3,,38,62,45,0,0,54,2.0,382.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
West Brom,25,27.6,,38,50,38,5,7,62,4.0,429.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
West Ham,26,28.0,,38,43,33,4,4,74,1.0,467.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
Wigan Athletic,28,27.7,,38,45,35,1,1,66,2.0,444.0,,,,,,,,,2012-2013,Premier-League,,,,,,,,
Arsenal,29,25.9,53.5,38,53,38,6,6,49,5.0,346.0,400.0,61.0,751.0,351.0,252.0,5.0,3.0,4.0,2020-2021,Premier-League,51.7,47.0,35.1,758.0,1760.0,1838.0,504.0,594.0
Aston Villa,24,25.2,48.5,38,52,38,5,6,71,4.0,439.0,553.0,71.0,779.0,387.0,282.0,6.0,6.0,1.0,2020-2021,Premier-League,52.5,47.9,37.4,629.0,1420.0,1906.0,728.0,665.0
Brighton,27,25.8,51.1,38,39,24,6,9,49,6.0,428.0,357.0,52.0,686.0,425.0,334.0,7.0,7.0,2.0,2020-2021,Premier-League,50.9,43.8,33.2,685.0,1516.0,2040.0,531.0,574.0
Burnley,25,28.3,42.1,38,32,20,3,3,48,0.0,384.0,389.0,80.0,772.0,416.0,293.0,3.0,3.0,1.0,2020-2021,Premier-League,39.3,36.9,27.7,389.0,1012.0,2000.0,874.0,854.0
Chelsea,27,26.0,60.9,38,56,38,8,10,51,3.0,433.0,364.0,79.0,749.0,382.0,341.0,10.0,4.0,1.0,2020-2021,Premier-League,62.4,54.5,41.5,895.0,1798.0,1999.0,569.0,515.0
Crystal Palace,24,29.1,40.6,38,39,29,3,4,56,2.0,409.0,436.0,67.0,533.0,396.0,366.0,2.0,4.0,0.0,2020-2021,Premier-League,34.1,31.0,23.6,526.0,1132.0,1923.0,685.0,658.0
Everton,29,26.3,46.4,38,45,32,4,5,59,2.0,386.0,392.0,65.0,662.0,392.0,381.0,4.0,4.0,1.0,2020-2021,Premier-League,45.7,41.9,30.7,604.0,1184.0,2030.0,665.0,486.0
Fulham,28,25.2,49.7,38,26,18,3,6,67,3.0,484.0,372.0,43.0,710.0,437.0,329.0,5.0,7.0,1.0,2020-2021,Premier-League,40.5,35.9,26.3,727.0,1354.0,2010.0,649.0,625.0
Leeds United,23,26.1,57.3,38,60,45,4,4,61,1.0,432.0,410.0,76.0,786.0,397.0,417.0,3.0,9.0,2.0,2020-2021,Premier-League,55.6,52.5,41.9,811.0,1633.0,2160.0,538.0,605.0
Leicester City,27,26.5,54.3,38,64,45,10,12,61,0.0,413.0,421.0,71.0,649.0,438.0,403.0,11.0,4.0,2.0,2020-2021,Premier-League,55.8,46.3,33.7,666.0,1464.0,2111.0,600.0,590.0
Liverpool,28,26.8,62.1,38,65,43,6,6,40,0.0,396.0,316.0,65.0,862.0,347.0,303.0,4.0,8.0,0.0,2020-2021,Premier-League,67.5,62.9,48.3,886.0,2057.0,2202.0,537.0,572.0
Manchester City,24,26.1,63.5,38,82,55,5,9,46,2.0,361.0,372.0,57.0,632.0,319.0,271.0,7.0,10.0,1.0,2020-2021,Premier-League,68.2,61.2,45.4,1096.0,2051.0,1946.0,479.0,417.0
Manchester Utd,29,25.6,55.7,38,70,51,10,11,64,1.0,452.0,400.0,76.0,640.0,386.0,311.0,9.0,4.0,2.0,2020-2021,Premier-League,60.1,51.4,41.6,877.0,1832.0,2124.0,546.0,413.0
Newcastle Utd,27,27.1,38.8,38,44,26,6,7,65,3.0,388.0,420.0,58.0,652.0,362.0,268.0,6.0,5.0,3.0,2020-2021,Premier-League,43.4,37.8,29.0,467.0,903.0,1770.0,634.0,655.0
Sheffield Utd,27,26.7,41.7,38,19,13,3,4,73,3.0,459.0,293.0,73.0,666.0,351.0,356.0,3.0,4.0,3.0,2020-2021,Premier-League,32.6,29.5,24.9,491.0,1196.0,1802.0,718.0,798.0
Southampton,29,26.6,52.0,38,47,33,5,6,52,3.0,428.0,421.0,76.0,554.0,401.0,419.0,4.0,9.0,1.0,2020-2021,Premier-League,41.2,36.6,25.8,626.0,1195.0,2010.0,527.0,713.0
Tottenham,24,27.2,51.6,38,66,50,5,5,57,2.0,440.0,468.0,45.0,526.0,342.0,361.0,5.0,10.0,3.0,2020-2021,Premier-League,53.1,49.2,35.3,633.0,1330.0,1951.0,618.0,647.0
West Brom,30,26.4,37.9,38,33,20,4,4,51,4.0,404.0,412.0,75.0,604.0,435.0,328.0,4.0,11.0,3.0,2020-2021,Premier-League,35.8,32.7,24.4,441.0,1027.0,1963.0,709.0,771.0
West Ham,24,27.8,43.2,38,60,46,2,4,50,3.0,375.0,354.0,74.0,775.0,437.0,280.0,3.0,5.0,4.0,2020-2021,Premier-League,55.4,52.1,39.6,659.0,1282.0,2005.0,738.0,677.0
Wolves,27,26.3,49.3,38,34,21,4,4,55,1.0,426.0,383.0,37.0,775.0,432.0,335.0,3.0,8.0,3.0,2020-2021,Premier-League,36.5,33.4,24.1,800.0,1283.0,1899.0,576.0,596.0
Arsenal,30,26.8,61.4,38,73,61,4,5,57,,383.0,377.0,89.0,572.0,427.0,425.0,5.0,6.0,0.0,2017-2018,Premier-League,68.3,64.3,53.3,915.0,2223.0,2148.0,630.0,660.0
Bournemouth,22,26.9,48.1,38,45,36,3,3,57,,339.0,411.0,52.0,707.0,367.0,324.0,2.0,3.0,1.0,2017-2018,Premier-League,38.8,36.4,29.1,702.0,1526.0,1956.0,698.0,750.0
Brighton,24,27.5,43.7,38,33,25,5,7,54,,413.0,277.0,98.0,680.0,449.0,380.0,7.0,3.0,5.0,2017-2018,Premier-League,37.0,31.8,26.2,523.0,1230.0,2122.0,796.0,777.0
Burnley,24,27.5,43.7,38,35,26,0,0,65,,350.0,422.0,100.0,707.0,400.0,355.0,0.0,5.0,1.0,2017-2018,Premier-League,32.3,32.3,23.6,431.0,1103.0,1875.0,912.0,967.0
Chelsea,26,26.7,55.6,38,60,42,3,3,46,,363.0,405.0,108.0,755.0,424.0,426.0,3.0,2.0,2.0,2017-2018,Premier-League,54.4,52.0,41.5,1045.0,1998.0,2233.0,602.0,506.0
Crystal Palace,28,27.1,45.2,38,44,26,8,10,72,,425.0,404.0,56.0,703.0,552.0,447.0,9.0,2.0,2.0,2017-2018,Premier-League,53.5,45.9,33.3,727.0,1308.0,2156.0,752.0,708.0
Everton,30,26.7,45.5,38,42,26,5,8,55,,460.0,364.0,82.0,629.0,514.0,447.0,8.0,5.0,0.0,2017-2018,Premier-League,40.5,34.1,24.7,477.0,1161.0,2046.0,760.0,852.0
Huddersfield,25,26.4,45.7,38,25,19,2,2,65,,397.0,363.0,67.0,765.0,518.0,502.0,2.0,6.0,1.0,2017-2018,Premier-League,31.3,29.8,23.7,627.0,1210.0,2141.0,788.0,800.0
Leicester City,27,27.2,48.0,38,53,38,5,6,60,,364.0,357.0,92.0,744.0,414.0,417.0,6.0,4.0,2.0,2017-2018,Premier-League,50.0,45.3,34.9,655.0,1271.0,2154.0,787.0,752.0
Liverpool,27,25.6,60.3,38,82,58,2,3,44,,344.0,305.0,70.0,764.0,379.0,450.0,3.0,6.0,0.0,2017-2018,Premier-League,72.9,70.6,52.7,982.0,2236.0,2258.0,585.0,650.0
Manchester City,25,26.4,71.0,38,103,85,6,8,63,,344.0,354.0,67.0,691.0,346.0,381.0,8.0,2.0,2.0,2017-2018,Premier-League,78.6,72.7,57.9,1308.0,2570.0,2104.0,512.0,418.0
Manchester Utd,27,26.7,54.7,38,67,53,1,3,64,,405.0,422.0,88.0,753.0,481.0,369.0,1.0,1.0,2.0,2017-2018,Premier-League,55.7,53.3,40.5,920.0,1564.0,2133.0,617.0,493.0
Newcastle Utd,27,25.6,41.7,38,38,29,0,1,54,,409.0,369.0,63.0,616.0,441.0,426.0,1.0,6.0,3.0,2017-2018,Premier-League,41.6,40.9,32.1,548.0,1145.0,2021.0,884.0,927.0
Southampton,26,26.2,51.3,38,36,23,3,3,65,,416.0,377.0,73.0,800.0,462.0,454.0,3.0,2.0,0.0,2017-2018,Premier-League,39.9,37.6,29.5,694.0,1609.0,2222.0,687.0,821.0
Stoke City,30,27.5,41.4,38,34,28,0,3,62,,436.0,375.0,87.0,598.0,461.0,437.0,2.0,5.0,2.0,2017-2018,Premier-League,36.5,34.1,27.4,477.0,1150.0,1832.0,974.0,774.0
Swansea City,26,27.2,45.3,38,27,20,1,1,51,,377.0,400.0,38.0,694.0,390.0,417.0,1.0,6.0,2.0,2017-2018,Premier-League,31.6,30.8,20.2,596.0,1194.0,1877.0,687.0,769.0
Tottenham,25,25.8,61.8,38,70,51,2,3,52,,384.0,394.0,88.0,825.0,380.0,399.0,3.0,3.0,1.0,2017-2018,Premier-League,64.7,62.3,49.0,862.0,2249.0,2142.0,605.0,583.0
Watford,29,27.9,49.7,38,42,27,3,6,65,,441.0,381.0,74.0,713.0,467.0,432.0,6.0,6.0,1.0,2017-2018,Premier-League,45.0,40.2,29.2,647.0,1455.0,2105.0,841.0,883.0
West Brom,24,29.1,40.7,38,31,24,1,1,73,,440.0,345.0,79.0,784.0,470.0,385.0,0.0,1.0,2.0,2017-2018,Premier-League,36.5,35.7,25.9,507.0,1106.0,2094.0,785.0,784.0
West Ham,27,28.0,45.2,38,48,29,2,4,75,,379.0,450.0,97.0,733.0,482.0,410.0,4.0,6.0,1.0,2017-2018,Premier-League,36.7,33.6,24.9,523.0,1179.0,2017.0,743.0,771.0
Arsenal,25,27.3,,38,79,54,6,7,81,6.0,539.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Aston Villa,23,27.2,,38,44,38,2,2,42,2.0,485.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Blackburn,27,27.2,,38,54,39,1,1,58,4.0,533.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Bolton,30,28.6,,38,42,25,0,1,58,6.0,506.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Charlton Ath,25,26.6,,38,36,25,0,1,61,3.0,500.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Chelsea,25,26.8,,38,65,43,3,3,71,2.0,438.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Derby County,34,25.8,,38,33,23,2,5,70,2.0,498.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Everton,28,28.0,,38,44,31,3,3,62,4.0,584.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Fulham,24,27.7,,38,35,28,1,3,51,1.0,452.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Ipswich Town,26,27.2,,38,41,32,1,3,42,1.0,471.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Leeds United,21,26.0,,38,54,46,1,2,74,5.0,583.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Leicester City,33,27.1,,38,29,21,2,4,76,3.0,558.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Liverpool,27,25.5,,38,63,51,1,3,43,2.0,439.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Manchester Utd,28,27.5,,38,81,56,5,5,52,1.0,426.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Middlesbrough,35,28.2,,38,33,21,2,3,54,7.0,470.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Newcastle Utd,24,25.9,,38,72,53,5,7,47,2.0,497.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Southampton,30,27.5,,38,42,30,4,4,34,3.0,466.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Sunderland,26,26.5,,38,29,19,1,3,67,1.0,509.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Tottenham,24,28.7,,38,48,33,3,3,59,4.0,465.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
West Ham,28,27.4,,38,48,34,4,5,68,3.0,497.0,,,,,,,,,2001-2002,Premier-League,,,,,,,,
Amiens,26,26.5,46.5,38,30,22,2,3,62,6.0,521.0,519.0,65.0,586.0,396.0,384.0,1.0,9.0,2.0,2018-2019,Ligue-1,35.4,33.0,23.4,518.0,1274.0,1918.0,722.0,705.0
Angers,24,28.0,43.3,38,42,27,5,10,49,4.0,449.0,445.0,51.0,628.0,420.0,399.0,10.0,5.0,2.0,2018-2019,Ligue-1,50.7,42.8,33.5,700.0,1320.0,1946.0,616.0,565.0
Bordeaux,33,25.3,50.1,38,34,26,5,6,74,5.0,545.0,497.0,60.0,658.0,391.0,447.0,3.0,7.0,0.0,2018-2019,Ligue-1,39.7,35.0,29.5,742.0,1374.0,2158.0,660.0,721.0
Caen,26,25.8,44.0,38,29,17,4,4,83,6.0,559.0,500.0,50.0,647.0,489.0,435.0,3.0,8.0,2.0,2018-2019,Ligue-1,31.0,27.9,20.6,500.0,1019.0,1911.0,756.0,822.0
Dijon,26,27.1,47.9,38,29,21,3,4,79,7.0,573.0,443.0,59.0,606.0,482.0,408.0,1.0,3.0,1.0,2018-2019,Ligue-1,39.8,36.6,28.1,677.0,1334.0,1963.0,694.0,800.0
Guingamp,30,26.0,44.1,38,28,21,5,6,58,5.0,486.0,464.0,54.0,809.0,421.0,431.0,4.0,6.0,0.0,2018-2019,Ligue-1,40.4,35.7,28.8,645.0,1398.0,1990.0,778.0,843.0
Lille,25,24.1,51.4,38,66,49,11,13,71,4.0,479.0,510.0,39.0,575.0,387.0,378.0,10.0,10.0,0.0,2018-2019,Ligue-1,59.5,49.3,38.7,757.0,1461.0,2018.0,564.0,575.0
Lyon,25,24.4,60.4,38,70,54,5,10,57,3.0,443.0,469.0,94.0,684.0,363.0,384.0,9.0,5.0,3.0,2018-2019,Ligue-1,73.7,66.1,49.0,977.0,2093.0,2028.0,612.0,513.0
Marseille,24,26.9,55.2,38,59,45,4,5,83,8.0,501.0,455.0,46.0,827.0,401.0,489.0,2.0,12.0,0.0,2018-2019,Ligue-1,52.7,48.9,38.5,809.0,1474.0,1949.0,695.0,622.0
Monaco,42,25.6,49.8,38,38,25,4,5,92,6.0,528.0,505.0,55.0,748.0,386.0,422.0,5.0,8.0,2.0,2018-2019,Ligue-1,47.4,43.5,31.4,773.0,1624.0,1941.0,611.0,594.0
Montpellier,25,28.0,48.0,38,50,28,3,3,61,4.0,537.0,478.0,58.0,749.0,484.0,431.0,2.0,5.0,2.0,2018-2019,Ligue-1,50.1,47.7,35.1,601.0,1497.0,2061.0,729.0,741.0
Nantes,33,25.9,50.1,38,46,28,6,8,75,6.0,493.0,496.0,77.0,725.0,435.0,478.0,7.0,8.0,0.0,2018-2019,Ligue-1,49.1,42.8,30.6,656.0,1472.0,2173.0,767.0,685.0
Nice,30,24.2,54.8,38,28,18,5,9,73,5.0,425.0,518.0,40.0,495.0,450.0,420.0,7.0,6.0,1.0,2018-2019,Ligue-1,46.3,39.2,30.8,740.0,1537.0,1957.0,516.0,502.0
Nîmes,23,24.1,45.7,38,55,37,4,6,71,5.0,487.0,494.0,40.0,736.0,443.0,442.0,3.0,5.0,1.0,2018-2019,Ligue-1,50.0,45.3,34.1,717.0,1229.0,2030.0,693.0,828.0
Paris S-G,30,26.2,63.7,38,103,72,10,12,64,4.0,474.0,444.0,92.0,588.0,342.0,434.0,10.0,6.0,4.0,2018-2019,Ligue-1,88.9,79.5,63.1,993.0,2207.0,2060.0,402.0,336.0
Reims,27,26.2,43.6,38,39,27,2,2,67,2.0,532.0,467.0,79.0,633.0,486.0,454.0,2.0,7.0,2.0,2018-2019,Ligue-1,38.1,36.5,27.7,593.0,1262.0,2029.0,647.0,718.0
Rennes,28,25.7,50.6,38,52,34,7,10,70,3.0,490.0,486.0,61.0,663.0,389.0,395.0,9.0,5.0,1.0,2018-2019,Ligue-1,55.6,47.8,34.4,884.0,1522.0,2032.0,625.0,560.0
Saint-Étienne,29,27.8,52.5,38,56,40,5,5,67,7.0,454.0,456.0,60.0,770.0,441.0,406.0,4.0,9.0,1.0,2018-2019,Ligue-1,56.7,52.7,39.2,753.0,1543.0,1948.0,609.0,643.0
Strasbourg,26,26.2,50.1,38,57,43,5,7,71,4.0,512.0,404.0,43.0,719.0,428.0,405.0,5.0,9.0,1.0,2018-2019,Ligue-1,41.3,35.8,28.1,683.0,1460.0,1940.0,631.0,615.0
Toulouse,29,25.5,48.2,38,35,16,7,11,77,5.0,558.0,468.0,69.0,629.0,384.0,418.0,8.0,6.0,1.0,2018-2019,Ligue-1,45.7,37.1,29.3,684.0,1465.0,2024.0,712.0,653.0
Atalanta,28,27.3,,38,52,28,5,7,116,6.0,739.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Cagliari,28,27.0,,38,37,15,7,7,94,4.0,653.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Catania,28,28.0,,38,31,20,2,3,108,5.0,775.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Empoli,24,26.8,,38,29,16,2,5,97,5.0,765.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Fiorentina,26,26.3,,38,54,29,7,7,80,3.0,796.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Genoa,29,27.4,,38,43,22,5,6,119,8.0,800.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Inter,28,28.8,,38,69,37,9,10,73,4.0,620.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Juventus,27,28.2,,38,71,39,6,7,95,5.0,786.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Lazio,30,27.8,,38,47,24,5,5,101,12.0,697.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Livorno,28,28.9,,38,34,15,4,5,96,5.0,659.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Milan,26,30.1,,38,66,34,8,10,76,3.0,648.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Napoli,27,26.3,,38,49,20,6,9,102,6.0,745.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Palermo,26,27.5,,38,45,26,3,6,104,7.0,727.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Parma,30,28.5,,38,42,21,6,9,106,10.0,811.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Reggina,26,26.7,,38,37,18,3,3,89,3.0,678.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Roma,23,28.1,,38,71,38,6,7,81,5.0,606.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Sampdoria,26,28.1,,38,54,29,2,2,104,6.0,768.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Siena,29,27.7,,38,38,17,2,5,79,3.0,784.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Torino,27,28.7,,38,35,17,5,6,115,6.0,839.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Udinese,27,24.5,,38,47,26,2,2,82,7.0,710.0,,,,,,,,,2007-2008,Serie-A,,,,,,,,
Arsenal,30,25.3,,38,79,53,3,4,56,1.0,468.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Aston Villa,23,27.9,,38,48,34,5,8,62,2.0,504.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Birmingham City,25,26.8,,38,36,22,2,4,72,1.0,449.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Blackburn,28,27.3,,38,38,22,3,3,61,2.0,538.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Bolton,25,27.4,,38,42,24,4,4,78,5.0,552.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Burnley,26,27.9,,38,42,25,6,6,57,2.0,451.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Chelsea,30,28.7,,38,99,64,11,12,60,5.0,461.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Everton,28,27.4,,38,56,33,5,6,58,2.0,511.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Fulham,29,29.2,,38,38,21,4,4,46,1.0,465.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Hull City,30,27.7,,38,33,16,6,8,70,6.0,554.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Liverpool,30,26.3,,38,58,37,3,3,57,5.0,457.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Manchester City,31,27.0,,38,73,48,5,5,50,2.0,443.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Manchester Utd,30,27.8,,38,74,48,6,8,51,4.0,441.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Portsmouth,33,28.2,,38,34,19,3,6,76,5.0,500.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Stoke City,23,28.5,,38,32,23,2,2,69,5.0,476.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Sunderland,28,25.4,,38,45,28,6,9,87,9.0,540.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Tottenham,30,25.4,,38,66,45,2,3,58,1.0,453.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
West Ham,30,26.0,,38,46,27,7,9,69,3.0,539.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Wigan Athletic,27,26.3,,38,36,21,1,2,64,3.0,500.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Wolves,29,25.9,,38,28,15,2,2,65,4.0,513.0,,,,,,,,,2009-2010,Premier-League,,,,,,,,
Atalanta,31,27.8,,38,37,16,3,4,119,8.0,625.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Bari,30,26.6,,38,48,21,5,6,68,4.0,628.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Bologna,31,28.9,,38,40,17,3,3,74,3.0,705.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Cagliari,27,26.6,,38,54,30,6,7,90,7.0,643.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Catania,30,26.5,,38,44,19,7,9,105,7.0,776.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Chievo,26,29.1,,38,36,16,1,1,110,5.0,773.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Fiorentina,28,27.1,,38,48,27,2,3,89,6.0,697.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Genoa,32,27.4,,38,57,24,9,10,109,7.0,759.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Inter,26,29.2,,38,74,44,6,6,97,7.0,631.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Juventus,30,28.6,,38,54,24,3,4,103,6.0,723.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Lazio,32,27.8,,38,38,24,3,5,103,6.0,702.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Livorno,36,27.6,,38,27,17,3,3,93,8.0,649.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Milan,28,29.7,,38,59,30,7,10,82,8.0,580.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Napoli,25,27.3,,38,50,26,2,5,103,6.0,690.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Palermo,25,25.7,,38,59,32,8,9,99,3.0,597.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Parma,27,27.5,,38,44,20,2,4,99,7.0,725.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Roma,29,28.7,,38,68,34,9,11,91,3.0,600.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Sampdoria,26,26.7,,38,49,27,4,5,94,8.0,602.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Siena,29,26.5,,38,40,19,2,3,101,5.0,703.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Udinese,28,25.2,,38,54,25,6,7,94,3.0,654.0,,,,,,,,,2009-2010,Serie-A,,,,,,,,
Alavés,26,26.7,42.7,38,39,27,2,3,101,1.0,551.0,499.0,58.0,729.0,390.0,389.0,2.0,6.0,2.0,2018-2019,La-Liga,41.1,38.8,29.0,511.0,1113.0,1972.0,864.0,890.0
Athletic Club,27,27.6,50.0,38,39,26,5,7,120,4.0,580.0,492.0,74.0,728.0,453.0,384.0,6.0,5.0,0.0,2018-2019,La-Liga,43.4,37.8,30.7,626.0,1452.0,2036.0,923.0,723.0
Atlético Madrid,29,26.4,49.2,38,53,36,3,4,103,5.0,476.0,453.0,80.0,590.0,463.0,487.0,2.0,5.0,2.0,2018-2019,La-Liga,47.3,44.1,35.3,677.0,1386.0,2080.0,675.0,586.0
Barcelona,30,27.7,64.4,38,88,61,8,9,77,2.0,410.0,550.0,102.0,394.0,391.0,346.0,8.0,2.0,1.0,2018-2019,La-Liga,75.8,68.7,55.8,851.0,2110.0,2017.0,449.0,365.0
Betis,25,26.7,61.8,38,43,30,5,7,89,1.0,435.0,548.0,79.0,590.0,361.0,378.0,5.0,5.0,0.0,2018-2019,La-Liga,47.1,41.5,32.9,887.0,1631.0,1804.0,463.0,467.0
Celta Vigo,28,25.5,51.6,38,52,37,7,7,84,6.0,458.0,484.0,90.0,659.0,382.0,377.0,3.0,7.0,1.0,2018-2019,La-Liga,46.5,41.2,33.6,673.0,1288.0,1904.0,663.0,611.0
Eibar,25,28.5,54.0,38,46,26,7,8,82,2.0,521.0,390.0,92.0,1057.0,368.0,424.0,5.0,4.0,1.0,2018-2019,La-Liga,54.8,48.6,36.7,565.0,1619.0,2272.0,996.0,1018.0
Espanyol,25,27.7,49.4,38,43,26,4,4,92,2.0,531.0,510.0,84.0,544.0,408.0,394.0,3.0,8.0,2.0,2018-2019,La-Liga,48.9,45.8,33.8,642.0,1495.0,1935.0,591.0,582.0
Getafe,26,27.5,40.7,38,47,34,6,6,111,7.0,642.0,501.0,102.0,638.0,453.0,358.0,4.0,7.0,2.0,2018-2019,La-Liga,46.2,41.6,32.9,448.0,1131.0,2029.0,836.0,948.0
